ID,Tahun Kelahiran,Kelas Pekerjaan,fnlwgt,Pendidikan,Jenjang Pendidikan,Status,Pekerjaan,Hubungan,Etnis,sex,pendapatan,pengeluaran,hours per week,Asal Negara,jumlah_anak,income
668,1977,Swasta,22900,SMA Grad,SMA Grad,Cerai,Layanan Lainnya,Tidak dalam Keluarga,1,Female,0,0,40,United-States,3,<=50K
669,1990,Swasta,234537,Asosiasi akademik,vokasi Grad_1,Cerai,Sales,Tidak dalam Keluarga,1,Male,0,0,40,United-States,1,<=50K
670,1984,Swasta,149466,SMA Grad,SMA Grad,Cerai,Pengelola Kebersihan,Tidak dalam Keluarga,2,Male,0,0,35,United-States,3,<=50K
671,1992,Swasta,116539,Sarjana,Sarjana,Menikah,Eksekutif Manager,Suami,1,Male,0,1887,55,United-States,2,>50K
672,1992,Pengusaha berbadan hukum,78530,Diploma,Kuliah,Menikah,Eksekutif Manager,Suami,1,Male,15024,0,50,United-States,3,>50K
673,1984,Swasta,238329,Sarjana,Sarjana,Belum-menikah,Sales,Tidak dalam Keluarga,1,Female,0,0,45,United-States,0,<=50K
674,1999,Swasta,98283,Sarjana,Sarjana,Belum-menikah,Spesialis Profesional,Punya Anak,3,Male,0,0,40,United-States,0,<=50K
675,1993,Swasta,211334,Diploma,Kuliah,Menikah,Pekerjaan Kerajinan,Suami,1,Male,2407,0,65,United-States,0,<=50K
676,1982,Swasta,384508,kelas 11,SMA_2,Cerai,Sales,Belum Menikah,1,Male,1506,0,50,Mexico,1,<=50K
677,1968,Pemerintah negara,143931,Sarjana,Sarjana,Duda/Janda,Spesialis Profesional,Tidak dalam Keluarga,1,Female,0,0,40,United-States,1,<=50K
678,1997,Swasta,255582,SMA Grad,SMA Grad,Belum-menikah,Inspeksi dan Operasi Mesin,Tidak dalam Keluarga,1,Female,0,0,40,United-States,0,<=50K
679,1996,Swasta,166320,SMA Grad,SMA Grad,Belum-menikah,Spesialis Profesional,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0,<=50K
680,1987,Pemerintah daerah,98725,Sarjana,Sarjana,Belum-menikah,Dukungan Teknis,Punya Anak,1,Female,0,0,42,United-States,0,<=50K
681,1981,Pengusaha perorangan,193494,Proffesor,Doktor,Menikah,Spesialis Profesional,Suami,1,Male,0,0,60,United-States,0,>50K
682,2004,,169184,Diploma,Kuliah,Belum-menikah,,Kerabat,2,Female,0,0,40,United-States,0,<=50K
683,1960,Swasta,114994,SMA Grad,SMA Grad,Menikah,Layanan Lainnya,Suami,1,Male,0,0,20,United-States,1,<=50K
684,1975,Swasta,194189,kelas 7-8,SMP_1,Menikah,Pengelola Kebersihan,Suami,1,Male,0,0,40,United-States,0,<=50K
685,1971,Swasta,94081,Sarjana,Sarjana,Menikah,Eksekutif Manager,Suami,1,Male,0,0,44,United-States,2,>50K
686,2006,,127388,Diploma,Kuliah,Belum-menikah,,Punya Anak,1,Female,0,0,40,United-States,0,<=50K
687,1997,Swasta,333296,Sarjana,Sarjana,Belum-menikah,Layanan Lainnya,Tidak dalam Keluarga,1,Male,0,0,30,?,0,<=50K
688,1992,Swasta,48520,Diploma,Kuliah,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,0,<=50K
689,1970,Swasta,21698,kelas 10,SMA_1,Cerai,Layanan Lainnya,Belum Menikah,1,Female,0,0,40,United-States,2,<=50K
690,1977,Swasta,359461,Sarjana,Sarjana,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,0,<=50K
691,1964,Pengusaha perorangan,95445,Diploma,Kuliah,Menikah,Transportasi dan Pengangkutan,Suami,1,Male,3137,0,46,United-States,1,<=50K
692,2000,Swasta,399449,Sarjana,Sarjana,Belum-menikah,Sales,Punya Anak,1,Female,0,0,40,United-States,0,<=50K
693,1990,Swasta,206297,Sarjana,Sarjana,Menikah,Eksekutif Manager,Suami,1,Male,0,0,48,United-States,2,>50K
694,1974,Pemerintah negara,24647,Diploma,Kuliah,Menikah,Administratif dan Kantor,Suami,1,Male,0,0,40,United-States,2,>50K
695,1998,Swasta,181920,Sarjana,Sarjana,Menikah,Spesialis Profesional,Istri,1,Female,0,0,45,United-States,0,>50K
696,1965,Swasta,32954,Asosiasi vokasional,vokasi Grad_2,Cerai,Spesialis Profesional,Tidak dalam Keluarga,1,Female,0,0,36,United-States,0,<=50K
697,1988,Swasta,124818,SMA Grad,SMA Grad,Menikah,Inspeksi dan Operasi Mesin,Suami,1,Male,0,0,40,United-States,0,<=50K
698,1988,Swasta,150601,Proffesor,Doktor,Menikah,Spesialis Profesional,Suami,1,Male,0,0,50,?,1,<=50K
699,1982,Swasta,337629,kelas 12,SMA_3,Menikah,Pekerjaan Kerajinan,Suami,2,Male,0,0,60,?,3,>50K
700,1992,Pemerintah negara,213389,Diploma,Kuliah,Cerai,Layanan Perlindungan,Belum Menikah,1,Female,0,1726,38,United-States,2,<=50K
701,1984,Swasta,70539,Diploma,Kuliah,Menikah,Sales,Suami,1,Male,4386,0,50,United-States,0,<=50K
702,1971,Pemerintah daerah,124094,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,5013,0,35,United-States,3,<=50K
703,1999,,210095,kelas 5-6,SD_2,Belum-menikah,,Belum Menikah,1,Female,0,0,25,El-Salvador,0,<=50K
704,1983,Pemerintah daerah,235951,Proffesor,Doktor,Menikah,Spesialis Profesional,Suami,1,Male,0,0,50,United-States,1,>50K
705,1978,Swasta,144351,Magister,Magister,Menikah,Spesialis Profesional,Suami,1,Male,0,0,40,United-States,2,>50K
706,1994,Swasta,189759,Sarjana,Sarjana,Belum-menikah,Sales,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0,<=50K
707,1977,Swasta,139268,SMA Grad,SMA Grad,Menikah,Dukungan Teknis,Suami,1,Male,0,0,40,United-States,2,<=50K
708,2001,Swasta,218343,Asosiasi akademik,vokasi Grad_1,Belum-menikah,Sales,Punya Anak,1,Female,0,0,40,United-States,0,<=50K
709,2000,Swasta,177287,Diploma,Kuliah,Belum-menikah,Pengelola Kebersihan,Punya Anak,1,Female,0,0,30,United-States,0,<=50K
710,2006,,214989,Diploma,Kuliah,Belum-menikah,,Punya Anak,1,Female,0,1602,24,United-States,0,<=50K
711,1972,Swasta,29658,SMA Grad,SMA Grad,Menikah,Administratif dan Kantor,Suami,1,Male,0,0,40,United-States,3,<=50K
712,1978,Pemerintah pusat,212120,Asosiasi vokasional,vokasi Grad_2,Menikah,Administratif dan Kantor,Suami,1,Male,0,0,40,United-States,3,>50K
713,1961,Pemerintah daerah,379940,Sarjana,Sarjana,Menikah,Spesialis Profesional,Suami,1,Male,0,0,40,United-States,0,>50K
714,1988,Swasta,182074,Diploma,Kuliah,Cerai,Administratif dan Kantor,Tidak dalam Keluarga,1,Male,0,0,45,United-States,1,<=50K
715,1978,Swasta,106255,Diploma,Kuliah,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,0,<=50K
716,2005,Swasta,181546,Diploma,Kuliah,Belum-menikah,Administratif dan Kantor,Punya Anak,1,Female,0,0,40,United-States,0,<=50K
717,1973,Swasta,138847,Sarjana,Sarjana,Menikah,Eksekutif Manager,Suami,1,Male,0,0,40,United-States,2,>50K
718,1993,Swasta,120672,kelas 11,SMA_2,Cerai,Pengelola Kebersihan,Kerabat,2,Male,0,1721,40,United-States,3,<=50K
719,2001,,263899,SMA Grad,SMA Grad,Belum-menikah,,Punya Anak,2,Male,0,0,12,England,0,<=50K
720,1980,Swasta,206878,SMA Grad,SMA Grad,Belum-menikah,Sales,Kerabat,1,Female,0,0,15,United-States,0,<=50K
721,1989,Swasta,65876,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,0,<=50K
722,1989,Swasta,177121,SMA Grad,SMA Grad,Cerai,Layanan Lainnya,Tidak dalam Keluarga,1,Female,0,0,35,United-States,1,<=50K
723,1990,Swasta,27380,Sarjana,Sarjana,Menikah,Pertanian dan Perikanan,Suami,1,Male,0,0,50,United-States,1,>50K
724,1977,Pengusaha berbadan hukum,332355,Magister,Magister,Menikah,Eksekutif Manager,Suami,1,Male,15024,0,50,United-States,1,>50K
725,1966,,158611,SMA Grad,SMA Grad,Menikah,,Suami,1,Male,0,0,50,United-States,3,<=50K
726,1974,Swasta,73493,Diploma,Kuliah,Cerai,Layanan Lainnya,Tidak dalam Keluarga,1,Female,0,0,40,United-States,1,<=50K
727,1993,Swasta,339482,kelas 1-4,SD_1,Menikah,Inspeksi dan Operasi Mesin,Suami,1,Male,0,0,40,Mexico,3,<=50K
728,1998,Swasta,233777,SMA Grad,SMA Grad,Menikah,Inspeksi dan Operasi Mesin,Suami,1,Male,0,0,40,United-States,1,>50K
729,1986,Swasta,48779,Diploma,Kuliah,Menikah,Transportasi dan Pengangkutan,Suami,1,Male,0,0,40,United-States,2,>50K
730,1986,Swasta,179579,SMA Grad,SMA Grad,Belum-menikah,Spesialis Profesional,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0,<=50K
731,2003,Swasta,273403,Asosiasi vokasional,vokasi Grad_2,Belum-menikah,Layanan Lainnya,Tidak dalam Keluarga,1,Female,0,0,50,United-States,0,<=50K
732,1998,Swasta,44308,Sarjana,Sarjana,Belum-menikah,Dukungan Teknis,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0,<=50K
733,2006,Swasta,39529,kelas 12,SMA_3,Belum-menikah,Layanan Lainnya,Punya Anak,1,Female,0,0,32,United-States,0,<=50K
734,1995,Swasta,134890,Asosiasi vokasional,vokasi Grad_2,Menikah,Pertanian dan Perikanan,Suami,1,Male,0,0,40,United-States,2,>50K
735,1996,Swasta,112403,SMA Grad,SMA Grad,Belum-menikah,Pekerjaan Kerajinan,Belum Menikah,1,Male,2354,0,40,United-States,0,<=50K
736,1986,Swasta,359001,Asosiasi vokasional,vokasi Grad_2,Menikah,Spesialis Profesional,Suami,1,Male,0,0,42,United-States,1,<=50K
737,1997,Swasta,292472,Diploma,Kuliah,Belum-menikah,Pekerjaan Kerajinan,Tidak dalam Keluarga,3,Male,0,1876,45,Cambodia,0,<=50K
738,1979,Pengusaha berbadan hukum,40666,Proffesor,Doktor,Menikah,Spesialis Profesional,Suami,1,Male,0,0,55,United-States,1,>50K
739,1974,Swasta,104501,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,0,>50K
740,1966,Pemerintah daerah,310085,kelas 10,SMA_1,Menikah,Transportasi dan Pengangkutan,Suami,1,Male,0,0,40,United-States,1,<=50K
741,1951,Pemerintah pusat,127858,Diploma,Kuliah,Duda/Janda,Dukungan Teknis,Tidak dalam Keluarga,1,Female,3273,0,40,United-States,2,<=50K
742,1989,,120074,SMA Grad,SMA Grad,Menikah,,Suami,1,Male,0,0,30,United-States,0,<=50K
743,1994,Swasta,177596,Diploma,Kuliah,Belum-menikah,Layanan Lainnya,Belum Menikah,1,Female,0,0,36,United-States,0,<=50K
744,1991,Swasta,287908,Diploma,Kuliah,Menikah,Transportasi dan Pengangkutan,Suami,2,Male,0,0,50,United-States,1,>50K
745,1999,Swasta,212302,Diploma,Kuliah,Rencana Cerai,Administratif dan Kantor,Belum Menikah,1,Female,0,0,40,United-States,1,<=50K
746,2002,Swasta,189888,SMA Grad,SMA Grad,Menikah,Sales,Suami,1,Male,0,0,45,United-States,0,<=50K
747,1985,Swasta,187098,Proffesor,Doktor,Menikah,Eksekutif Manager,Istri,1,Female,15024,0,47,United-States,0,>50K
748,1989,Swasta,30565,SMA Grad,SMA Grad,Menikahi tentara,Layanan Lainnya,Istri,1,Female,0,0,40,United-States,1,>50K
749,1977,Pengusaha berbadan hukum,483596,SMA Grad,SMA Grad,Menikah,Eksekutif Manager,Suami,1,Male,2885,0,32,United-States,0,<=50K
750,1961,Pengusaha perorangan,27653,SMA Grad,SMA Grad,Menikah,Pertanian dan Perikanan,Suami,1,Male,0,0,35,United-States,2,<=50K
751,2003,Pemerintah daerah,218445,Diploma,Kuliah,Belum-menikah,Administratif dan Kantor,Punya Anak,1,Female,0,0,40,Mexico,0,<=50K
752,1967,Pemerintah daerah,198145,Magister,Magister,Menikah,Layanan Perlindungan,Suami,1,Male,0,0,14,United-States,3,>50K
753,1992,Pengusaha perorangan,70985,SMA Grad,SMA Grad,Menikah,Pertanian dan Perikanan,Suami,1,Male,4064,0,40,United-States,1,<=50K
754,1985,Swasta,160402,Diploma,Kuliah,Cerai,Eksekutif Manager,Tidak dalam Keluarga,1,Male,0,0,38,United-States,3,<=50K
755,1971,Swasta,126977,SMA Grad,SMA Grad,Rencana Cerai,Pekerjaan Kerajinan,Tidak dalam Keluarga,1,Male,0,0,35,United-States,2,<=50K
756,1994,Swasta,101283,Diploma,Kuliah,Belum-menikah,Layanan Lainnya,Tidak dalam Keluarga,1,Female,0,0,40,United-States,0,<=50K
757,1985,Swasta,121468,Sarjana,Sarjana,Belum-menikah,Eksekutif Manager,Punya Anak,3,Female,0,0,35,United-States,0,<=50K
758,2001,Swasta,161708,Sarjana,Sarjana,Belum-menikah,Layanan Lainnya,Punya Anak,1,Female,0,0,30,United-States,0,<=50K
759,2005,Swasta,188669,Diploma,Kuliah,Belum-menikah,Sales,Punya Anak,1,Female,0,0,25,United-States,0,<=50K
760,1970,,95329,Diploma,Kuliah,Cerai,,Punya Anak,1,Male,0,0,50,United-States,3,<=50K
761,1996,Swasta,167336,Diploma,Kuliah,Belum-menikah,Eksekutif Manager,Tidak dalam Keluarga,1,Female,10520,0,40,United-States,0,>50K
762,1979,Swasta,189802,Diploma,Kuliah,Cerai,Administratif dan Kantor,Tidak dalam Keluarga,1,Female,0,0,40,United-States,0,<=50K
763,2002,Swasta,162667,SMA Grad,SMA Grad,Belum-menikah,Pengelola Kebersihan,Punya Anak,1,Male,0,0,50,Portugal,0,<=50K
764,1965,Swasta,159724,Magister,Magister,Menikah,Sales,Suami,1,Male,7298,0,55,United-States,2,>50K
765,1997,Swasta,196044,Diploma,Kuliah,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,60,United-States,2,<=50K
766,1961,Swasta,174018,Diploma,Kuliah,Menikah,Sales,Suami,2,Male,0,0,40,United-States,1,>50K
767,1978,Swasta,146919,SMA Grad,SMA Grad,Rencana Cerai,Sales,Tidak dalam Keluarga,1,Female,0,0,40,United-States,1,<=50K
768,1980,Swasta,403782,Asosiasi vokasional,vokasi Grad_2,Cerai,Sales,Tidak dalam Keluarga,1,Male,0,0,45,United-States,3,<=50K
769,1988,Swasta,268620,Diploma,Kuliah,Menikah,Eksekutif Manager,Istri,1,Female,0,0,33,United-States,2,<=50K
770,1981,Swasta,122473,kelas 9,SMP_2,Belum-menikah,Inspeksi dan Operasi Mesin,Belum Menikah,2,Female,0,625,40,United-States,0,<=50K
771,1998,Swasta,157617,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,Poland,1,<=50K
772,1966,Swasta,119558,SMA Grad,SMA Grad,Menikah,Eksekutif Manager,Suami,1,Male,0,0,50,United-States,3,>50K
773,1988,Swasta,137527,Sarjana,Sarjana,Belum-menikah,Administratif dan Kantor,Tidak dalam Keluarga,1,Female,0,0,50,United-States,0,<=50K
774,1996,Swasta,150296,Asosiasi akademik,vokasi Grad_1,Belum-menikah,Layanan Lainnya,Tidak dalam Keluarga,1,Female,0,0,80,United-States,0,<=50K
775,1973,Swasta,355954,Diploma,Kuliah,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,60,United-States,0,>50K
776,1993,Swasta,163594,SMA Grad,SMA Grad,Belum-menikah,Sales,Tidak dalam Keluarga,1,Female,0,0,45,United-States,0,<=50K
777,2003,Swasta,197747,Diploma,Kuliah,Belum-menikah,Sales,Punya Anak,1,Female,0,0,24,United-States,0,<=50K
778,1978,Pengusaha perorangan,102308,Sarjana,Sarjana,Menikah,Sales,Suami,1,Male,0,2415,40,United-States,1,>50K
779,1989,Swasta,167062,SMA Grad,SMA Grad,Menikah,Administratif dan Kantor,Suami,1,Male,0,0,40,United-States,1,<=50K
780,1967,Swasta,36990,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,2,Male,0,0,52,United-States,1,<=50K
781,1983,Swasta,239833,SMA Grad,SMA Grad,LDM,Transportasi dan Pengangkutan,Belum Menikah,2,Male,0,0,50,United-States,0,<=50K
782,2000,Swasta,122272,Sarjana,Sarjana,Belum-menikah,Pertanian dan Perikanan,Punya Anak,1,Female,0,0,40,United-States,0,<=50K
783,1996,Swasta,213152,Sarjana,Sarjana,Menikah,Administratif dan Kantor,Suami,1,Male,0,0,40,?,3,>50K
784,1972,Pemerintah negara,231166,Asosiasi vokasional,vokasi Grad_2,Menikah,Eksekutif Manager,Suami,1,Male,0,0,40,United-States,1,<=50K
785,1970,Swasta,53833,SMA Grad,SMA Grad,Menikah,Inspeksi dan Operasi Mesin,Suami,1,Male,0,0,40,United-States,1,>50K
786,1972,,108211,kelas 7-8,SMP_1,Menikah,,Suami,1,Male,0,0,40,United-States,3,<=50K
787,1980,Pengusaha perorangan,277783,Magister,Magister,Belum-menikah,Pertanian dan Perikanan,Punya Anak,1,Male,0,0,99,United-States,0,<=50K
788,1994,Swasta,123397,SMA Grad,SMA Grad,Belum-menikah,Pengelola Kebersihan,Belum Menikah,1,Female,0,0,40,United-States,0,<=50K
789,1987,Pemerintah pusat,334314,SMA Grad,SMA Grad,Cerai,Administratif dan Kantor,Belum Menikah,1,Female,0,0,40,United-States,3,<=50K
790,1986,Swasta,35429,SMA Grad,SMA Grad,Menikah,Pengelola Kebersihan,Suami,1,Male,0,2042,40,United-States,1,<=50K
791,1993,Pengusaha perorangan,216283,Asosiasi akademik,vokasi Grad_1,Menikah,Layanan Lainnya,Istri,1,Female,0,0,35,United-States,0,>50K
792,1966,Pengusaha perorangan,331474,SMA Grad,SMA Grad,Menikah,Administratif dan Kantor,Istri,1,Female,0,0,20,United-States,2,>50K
793,1985,Pemerintah pusat,175232,Diploma,Kuliah,Menikah,Pengelola Kebersihan,Suami,1,Male,0,1977,60,United-States,1,>50K
794,1987,Swasta,151835,Proffesor,Doktor,Menikah,Sales,Suami,1,Male,0,0,45,United-States,3,>50K
795,2001,Pemerintah daerah,282579,Asosiasi vokasional,vokasi Grad_2,Cerai,Dukungan Teknis,Tidak dalam Keluarga,1,Male,0,0,56,United-States,0,<=50K
796,1998,Swasta,239043,kelas 11,SMA_2,Belum-menikah,Layanan Lainnya,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0,<=50K
797,1981,Swasta,191814,Asosiasi akademik,vokasi Grad_1,Menikah,Sales,Suami,1,Male,7688,0,50,United-States,2,>50K
798,1991,Pengusaha perorangan,175502,Sarjana,Sarjana,Menikah,Spesialis Profesional,Suami,1,Male,0,0,60,United-States,3,<=50K
799,1988,Swasta,169469,Diploma,Kuliah,Menikah,Eksekutif Manager,Suami,1,Male,7298,0,40,United-States,0,>50K
800,1978,Swasta,197332,Magister,Magister,Menikah,Spesialis Profesional,Suami,1,Male,7688,0,46,United-States,0,>50K
801,1979,Swasta,160724,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,3,Male,0,0,40,Vietnam,2,<=50K
802,1978,Pemerintah daerah,165484,Asosiasi akademik,vokasi Grad_1,Menikah,Eksekutif Manager,Suami,1,Male,0,0,44,United-States,3,>50K
803,1998,Swasta,200681,SMA Grad,SMA Grad,Belum-menikah,Inspeksi dan Operasi Mesin,Punya Anak,1,Male,0,0,40,United-States,0,<=50K
804,1993,Swasta,213750,Diploma,Kuliah,Belum-menikah,Sales,Tidak dalam Keluarga,1,Male,0,0,45,United-States,0,<=50K
805,1980,Swasta,182616,Asosiasi vokasional,vokasi Grad_2,Menikah,Dukungan Teknis,Suami,1,Male,0,0,40,United-States,1,>50K
806,1990,Swasta,434292,SMA Grad,SMA Grad,Menikah,Layanan Lainnya,Suami,2,Male,0,0,30,United-States,2,<=50K
807,1983,Pemerintah negara,132551,Magister,Magister,Cerai,Spesialis Profesional,Belum Menikah,1,Female,0,0,35,United-States,3,<=50K
808,1998,Swasta,118497,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,60,United-States,2,<=50K
809,1981,Swasta,196545,Sarjana,Sarjana,Menikah,Inspeksi dan Operasi Mesin,Suami,1,Male,0,1902,40,United-States,2,>50K
810,1960,Pengusaha perorangan,36960,SMA Grad,SMA Grad,Menikah,Pertanian dan Perikanan,Suami,1,Male,0,0,40,United-States,1,>50K
811,2001,Swasta,245302,Diploma,Kuliah,Cerai,Sales,Punya Anak,2,Female,0,0,40,United-States,2,<=50K
812,1975,Swasta,543922,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,42,United-States,3,>50K
813,2001,Swasta,96585,SMA Grad,SMA Grad,Belum-menikah,Pengelola Kebersihan,Tidak dalam Keluarga,1,Male,0,0,30,United-States,0,<=50K
814,1993,Pemerintah negara,181824,Sarjana,Sarjana,Menikah,Spesialis Profesional,Istri,1,Female,0,1902,35,United-States,3,>50K
815,1980,Pemerintah daerah,151089,SMA Grad,SMA Grad,Menikah,Inspeksi dan Operasi Mesin,Suami,1,Male,0,0,40,United-States,0,<=50K
816,2006,Swasta,205894,kelas 11,SMA_2,Belum-menikah,Sales,Punya Anak,1,Male,0,0,15,United-States,0,<=50K
817,2002,,219941,Diploma,Kuliah,Belum-menikah,,Punya Anak,2,Male,0,0,40,United-States,0,<=50K
818,1969,Swasta,256953,SMA Grad,SMA Grad,Duda/Janda,Inspeksi dan Operasi Mesin,Belum Menikah,2,Female,0,0,44,United-States,1,<=50K
819,2002,Swasta,162869,Diploma,Kuliah,Belum-menikah,Sales,Kerabat,1,Male,0,0,65,United-States,0,<=50K
820,1980,Swasta,313022,Asosiasi vokasional,vokasi Grad_2,Menikah,Eksekutif Manager,Suami,2,Male,0,0,40,United-States,1,>50K
821,1968,Pengusaha perorangan,157486,kelas 10,SMA_1,Cerai,Sales,Punya Anak,1,Male,0,0,40,United-States,2,<=50K
822,1958,Swasta,340734,SMA Grad,SMA Grad,Menikah,Sales,Suami,1,Male,0,0,40,United-States,2,<=50K
823,1999,Swasta,282063,kelas 7-8,SMP_1,Menikah,Pengelola Kebersihan,Suami,1,Male,0,0,40,Mexico,2,<=50K
824,1986,Pemerintah daerah,72338,SMA Grad,SMA Grad,Menikah,Layanan Perlindungan,Suami,3,Male,0,0,54,United-States,3,>50K
825,1968,Swasta,204816,Diploma,Kuliah,Menikah,Eksekutif Manager,Suami,1,Male,0,0,40,United-States,2,>50K
826,2006,Swasta,761006,kelas 11,SMA_2,Belum-menikah,Layanan Lainnya,Punya Anak,1,Female,0,0,20,United-States,0,<=50K
827,2002,Swasta,305466,SMA Grad,SMA Grad,Belum-menikah,Pengelola Kebersihan,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0,<=50K
828,1966,Swasta,205410,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,3,<=50K
829,1965,Swasta,175689,Diploma,Kuliah,Menikah,Administratif dan Kantor,Istri,1,Female,0,0,14,Cuba,0,>50K
830,1984,Swasta,140559,SMA Grad,SMA Grad,Menikah,Pembantu Rumah Tangga,Istri,1,Female,0,0,45,United-States,1,<=50K
831,2006,,437851,Diploma,Kuliah,Belum-menikah,,Punya Anak,1,Male,0,0,40,United-States,0,<=50K
832,1995,Swasta,82393,SMA Grad,SMA Grad,Menikah,Layanan Lainnya,Punya Anak,3,Male,0,0,25,Philippines,3,<=50K
833,1989,Swasta,193106,SMA Grad,SMA Grad,Rencana Cerai,Administratif dan Kantor,Belum Menikah,1,Female,0,0,32,United-States,1,<=50K
834,1975,Pengusaha berbadan hukum,125892,Magister,Magister,Menikah,Eksekutif Manager,Suami,1,Male,0,0,50,United-States,2,>50K
835,1998,Pemerintah daerah,287233,Sarjana,Sarjana,Menikah,Spesialis Profesional,Istri,2,Female,0,0,40,United-States,2,>50K
836,1994,Swasta,30290,SMA Grad,SMA Grad,Belum-menikah,Inspeksi dan Operasi Mesin,Tidak dalam Keluarga,1,Female,0,0,40,United-States,0,<=50K
837,1987,Swasta,260093,SMA Grad,SMA Grad,Belum-menikah,Administratif dan Kantor,Belum Menikah,2,Female,0,0,40,United-States,0,<=50K
838,1987,Swasta,120590,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,45,United-States,0,>50K
839,1994,Swasta,196385,Diploma,Kuliah,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,45,United-States,2,>50K
840,1967,Swasta,71367,SMA Grad,SMA Grad,Cerai,Layanan Lainnya,Belum Menikah,1,Female,0,0,40,United-States,2,<=50K
841,1988,Swasta,175759,Sarjana,Sarjana,Menikah,Eksekutif Manager,Suami,1,Male,7298,0,50,United-States,1,>50K
842,1982,Swasta,154374,Sarjana,Sarjana,Menikah,Eksekutif Manager,Suami,1,Male,0,2415,60,United-States,3,>50K
843,1987,Swasta,105803,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,3103,0,45,United-States,3,>50K
844,1994,Pemerintah negara,111883,Diploma,Kuliah,Belum-menikah,Spesialis Profesional,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0,<=50K
845,1992,Pemerintah negara,159247,Magister,Magister,Menikah,Spesialis Profesional,Suami,1,Male,0,0,50,United-States,3,<=50K
846,1980,Swasta,265266,kelas 10,SMA_1,Menikah,Transportasi dan Pengangkutan,Suami,1,Male,0,0,40,United-States,3,<=50K
847,2000,Swasta,172496,Sarjana,Sarjana,Belum-menikah,Dukungan Teknis,Tidak dalam Keluarga,1,Male,0,0,55,United-States,0,<=50K
848,1973,Swasta,110458,Sarjana,Sarjana,Rencana Cerai,Spesialis Profesional,Tidak dalam Keluarga,1,Male,0,0,40,United-States,1,<=50K
849,1984,Pengusaha perorangan,199303,Sarjana,Sarjana,Menikah,Spesialis Profesional,Suami,1,Male,0,0,40,United-States,1,<=50K
850,1994,,288419,kelas 5-6,SD_2,Menikah,,Suami,1,Male,0,0,40,Mexico,3,<=50K
851,1971,Swasta,303462,SMA Grad,SMA Grad,Menikah,Inspeksi dan Operasi Mesin,Suami,1,Male,0,0,30,United-States,1,<=50K
852,1995,Swasta,87905,SMA Grad,SMA Grad,Cerai,Layanan Lainnya,Tidak dalam Keluarga,1,Male,10520,0,40,United-States,0,>50K
853,1986,Swasta,112561,Sarjana,Sarjana,Menikah,Eksekutif Manager,Suami,1,Male,0,0,55,United-States,3,>50K
854,1999,,219987,Asosiasi akademik,vokasi Grad_1,Menikah,,Suami,1,Male,0,0,13,United-States,0,<=50K
855,1971,Pemerintah daerah,321770,SMA Grad,SMA Grad,LDM,Transportasi dan Pengangkutan,Kerabat,1,Female,0,0,35,United-States,0,<=50K
856,1949,Pengusaha perorangan,309955,Proffesor,Doktor,Menikah,Spesialis Profesional,Suami,1,Male,0,2174,50,United-States,1,>50K
857,1981,Pemerintah daerah,147328,Magister,Magister,Menikah,Eksekutif Manager,Suami,1,Male,0,1977,60,United-States,3,>50K
